Chromosome,Chr_Size_bp,Chr_GC_count,Chr_%GC,Chr_AT_count,Chr_%AT
NZ_CP072157.1,1557175,910621,58.47904057026346,646554,41.52095942973654
NZ_CP034276.1,4997114,2586948,51.768840975010775,2410166,48.231159024989225
NZ_CP033858.1,3926001,1537861,39.17118207560314,2388140,60.82881792439686
NZ_CP066237.1,3996492,1561172,39.06355874101587,2435320,60.93644125898413
NZ_CP054294.1,4988401,2582464,51.76937459518592,2405937,48.23062540481408
NZ_CP051183.1,3505998,1542986,44.00989390182196,1963012,55.99010609817804
NZ_CP011250.1,4993063,3237657,64.84310332154831,1755406,35.15689667845169
NZ_CP043234.1,5309747,1873521,35.284562522470466,3436226,64.71543747752953
NZ_CP065975.1,1953623,766652,39.24257648481821,1186971,60.75742351518179
NZ_CP041628.1,4829265,2442936,50.5860829753596,2386329,49.4139170246404
NZ_CP098755.1,5627247,2815603,50.03517705904859,2811644,49.96482294095141
NZ_CP017147.1,6373793,4177781,65.54622969399854,2196012,34.45377030600146
NZ_CP047841.1,2738812,898762,32.81576099418288,1840050,67.18423900581712
NZ_CP076401.1,4089134,1166359,28.523374386850616,2922775,71.47662561314938
NZ_CP054698.1,7733505,3219375,41.62892504756898,4514130,58.371074952431016
NZ_CP095094.1,4669917,2802793,60.01804742996503,1867124,39.98195257003497
NZ_CP012460.1,2850245,1084228,38.03981762971253,1766017,61.96018237028747
NZ_CP040907.1,2648833,1012448,38.222417192778856,1636385,61.77758280722114
NZ_LR735429.1,2526011,811254,32.116012163050755,1714757,67.88398783694925
NZ_LR740776.1,5061728,2560245,50.58045394774275,2501483,49.41954605225725
NZ_CP075484.1,4678425,2377145,50.81079636843596,2301280,49.18920363156404
NZ_CP071872.1,8177291,5792323,70.83425305519884,2384968,29.16574694480116
NZ_CP027599.1,5942969,3005675,50.575310084908736,2937294,49.424689915091264
NZ_CP020507.1,5289724,3123463,59.047749939316304,2166261,40.952250060683696
NZ_CP034020.1,2229997,1167346,52.3474246826341,1062651,47.6525753173659
NZ_CP010661.1,3753559,2248132,59.89334389042506,1505427,40.10665610957494
NZ_CP019179.1,4842582,2527106,52.1850946457902,2315476,47.8149053542098
NZ_CP032986.1,4677021,2373908,50.7568385944814,2303113,49.2431614055186
NZ_CP025979.1,4671322,2366048,50.65050107870962,2305274,49.349498921290376
NZ_CP061376.1,6388691,4237700,66.33127193035318,2150991,33.66872806964682
NZ_LR130779.1,5623977,3627158,64.4945382955869,1996819,35.505461704413094
NZ_CP068724.1,5367656,1898270,35.36497122766436,3469386,64.63502877233563
NZ_CP023034.1,3980012,1554547,39.058852083863066,2425465,60.94114791613693
NZ_CP091906.1,2758107,1041161,37.74911560719001,1716946,62.25088439280999
NZ_CP047867.1,2823088,928271,32.88140504298839,1894817,67.11859495701161
NZ_CP059917.1,5145105,2610355,50.73472747397769,2534750,49.26527252602231
NZ_CP098343.1,5550556,3176087,57.22106037665416,2374469,42.77893962334584
NZ_CP020820.1,4023751,2207290,54.85652566473422,1816461,45.14347433526578
NZ_CP087032.1,3844260,2376332,61.81506974034014,1467928,38.18493025965986
NZ_CP023960.1,5169451,2615868,50.60243341120749,2553583,49.39756658879251
NZ_CP066151.1,5485926,3145774,57.34262547471475,2340152,42.65737452528525
NZ_CP071104.1,2665983,877812,32.926391503621744,1788171,67.07360849637826
NZ_CP019655.1,4489122,1985572,44.23074267083853,2503550,55.76925732916147
NZ_CP086854.1,3837078,2372137,61.82144329617485,1464941,38.17855670382515
NZ_CP070890.1,5374086,3085720,57.418508003035306,2288366,42.58149199696469
NZ_CP019121.1,3311092,1538288,46.45863056659253,1772804,53.54136943340747
NZ_CP034949.1,2594563,988753,38.10865259390502,1605810,61.89134740609498
NZ_CP068719.1,5549424,1956401,35.25412727519108,3593023,64.74587272480892
NZ_CP039645.1,682730,465350,68.16018045200885,217380,31.839819547991155
NZ_LR890643.1,5222404,3007317,57.584916831405614,2215087,42.41508316859439
NZ_CP038439.1,3271357,2230572,68.18491531190267,1040785,31.81508468809733
NZ_CP035965.1,5340691,1897494,35.52899802665985,3443197,64.47100197334015
NZ_LR890722.1,5230117,3011900,57.58762184478856,2218217,42.41237815521144
NZ_CP028391.2,5375242,3089054,57.46818468824287,2286188,42.53181531175713
NZ_CP020114.1,5294286,2184823,41.267566580271634,3109463,58.732433419728366
NZ_CP022034.1,4774926,2486965,52.08384381244861,2287961,47.91615618755139
NZ_CP068641.1,3530958,1592266,45.0944474559029,1938692,54.9055525440971
NZ_CP066366.1,4718281,2393864,50.73593539681083,2324417,49.26406460318917
NZ_CP039719.1,4976023,2594334,52.136696313501766,2381689,47.86330368649824
NZ_CP017654.1,3982361,1555784,39.06687515270464,2426577,60.93312484729536
NZ_CP098169.1,4889661,2799830,57.26020679143196,2089831,42.73979320856804
NZ_AP022533.1,5052545,2555738,50.583181347222045,2496807,49.41681865277796
NZ_CP033717.1,4614836,2192853,47.51746324246409,2421983,52.48253675753591
NZ_CP016408.1,4728107,2471215,52.266477894853054,2256892,47.73352210514695
NZ_CP022069.2,4916780,2563012,52.12785603586087,2353768,47.872143964139134
NZ_CP013705.1,3994274,1126290,28.19761488570889,2867984,71.80238511429111
NZ_LR890606.1,4843422,2457779,50.744680104273385,2385643,49.255319895726615
NZ_CP044957.1,4787290,2501117,52.24494442576072,2286173,47.755055574239286
NZ_CP087392.1,4699601,2396927,51.002776618695925,2302674,48.99722338130408
NZ_CP043667.1,4851336,2529961,52.14977894748993,2321375,47.85022105251007
NZ_CP066108.1,4593201,2541692,55.33596287207984,2051509,44.66403712792016
NZ_CP026495.1,5246307,3018419,57.53416641458458,2227888,42.46583358541542
NZ_CP046283.1,4884738,2551731,52.23885088616831,2333007,47.76114911383169
NZ_CP020418.2,2232444,1169232,52.37452764772599,1063212,47.62547235227401
NZ_CP019674.1,3668000,2443505,66.6168211559433,1224495,33.3831788440567
NZ_CP028172.1,4636770,2424453,52.287540680258026,2212317,47.71245931974197
NZ_CP050031.1,4697753,2384669,50.76190680948956,2313084,49.23809319051044
NZ_CP064187.1,4296727,2584510,60.15066817137789,1712217,39.84933182862211
NZ_CP051384.1,4900070,2548524,52.00995087825276,2351546,47.99004912174724
NZ_CP022788.1,3569709,2371608,66.43701209258234,1198101,33.562987907417664
NZ_CP040604.1,4994377,3179184,63.65526671294538,1815193,36.34473328705462
NZ_CP050500.1,2983945,1386852,46.4771301079611,1597093,53.5228698920389
NZ_CP086610.1,3991891,2573872,64.47751203627554,1418019,35.52248796372446
NZ_CP058312.1,2969706,976379,32.87796839148387,1993327,67.12203160851612
NZ_CP073667.1,3267640,2178737,66.67616383689757,1088903,33.32383616310243
NZ_CP037844.1,4259604,1219722,28.634633642000523,3039882,71.36536635799948
NZ_CP032739.1,3576376,1522194,42.56247106008988,2054182,57.43752893991012
NZ_CP080346.1,5280246,3038181,57.53862604128671,2242065,42.46137395871329
NZ_CP073065.1,2783931,916923,32.93626889459545,1867008,67.06373110540454
NZ_CP010206.1,5032791,2544870,50.565779504851285,2487921,49.43422049514872
NZ_CP042387.1,1781455,772704,43.37488176799302,1008751,56.62511823200698
NZ_CP089383.1,5172055,2979905,57.61549326138257,2192150,42.38450673861743
NZ_CP068244.1,2566374,980527,38.20670720635418,1585847,61.79329279364582
NZ_CP029989.1,5361355,2743790,51.17717442698721,2617565,48.82282557301279
NZ_LS992185.1,4922897,2496809,50.71828640737355,2426088,49.28171359262645
NZ_CP026750.2,3893621,1525389,39.17661734411233,2368232,60.82338265588767
NZ_AP019545.1,2961166,975406,32.939929743891426,1985760,67.06007025610857
NZ_CP065246.1,6872022,4995343,72.69102165272463,1876679,27.30897834727537
NZ_CP087051.1,3850232,2379830,61.81004157671538,1470402,38.18995842328462
NZ_CP038394.1,5303225,2674514,50.43184100240891,2628711,49.56815899759109
NZ_CP056784.2,3864540,1509457,39.059163574448704,2355083,60.940836425551296
NZ_CP051293.1,7325125,4571036,62.40215695977884,2754089,37.59784304022116
NZ_CP048647.1,5037322,2544715,50.51721926849227,2492607,49.48278073150773
NZ_CP034123.1,5471151,3137972,57.35487834278381,2333179,42.64512165721619
NZ_AP024126.1,5276741,2682751,50.8410589035922,2593990,49.1589410964078
NZ_CP046331.1,3928086,2506917,63.82031859791257,1421169,36.17968140208743
NZ_CP027563.1,2212145,997136,45.07552624262876,1215009,54.92447375737124
NZ_CP084705.1,5496402,3152102,57.34846177553971,2344300,42.65153822446029
NZ_CP077211.1,5316745,2913061,54.7903087321284,2403684,45.209691267871605
NZ_CP043552.1,2058175,677194,32.90264433296488,1380981,67.09735566703512
NZ_CP029205.1,641689,162489,25.32207969904424,479200,74.67792030095576
NZ_CP061177.1,3777457,2678351,70.90354701588926,1099106,29.09645298411074
NZ_CP097218.1,4284788,3068554,71.61507173750486,1216234,28.384928262495137
NZ_CP050948.1,5138143,3789076,73.74407446425684,1349067,26.25592553574316
NZ_CP087719.1,5329498,3884576,72.88821573814269,1444922,27.11178426185731
NZ_CP072888.1,3032004,1196603,39.46574608740622,1835401,60.53425391259378
NZ_CP045606.2,5461537,1925789,35.26093478813748,3535748,64.73906521186252
NZ_CP063759.1,5557247,3183028,57.277065424660805,2374219,42.7229345753392
NZ_CP022423.1,3464895,2199856,63.489831582198015,1265039,36.51016841780199
NZ_CP070420.1,5416287,3149213,58.14339232762222,2267074,41.85660767237778
NZ_CP024619.1,4835517,2519987,52.11411727019055,2315530,47.88588272980945
NZ_CP060737.1,4852868,2721910,56.0886881736738,2130958,43.911311826326205
NZ_CP016926.1,5236925,3010568,57.48732319061281,2226357,42.51267680938719
NZ_CP091779.1,4740236,2636290,55.61516346443511,2103946,44.384836535564894
NZ_LT592161.1,2228980,1166991,52.355382282478985,1061989,47.644617717521015
NZ_CP085717.1,4721398,1788396,37.87852665672328,2933002,62.12147334327672
NZ_CP046949.1,5404484,3100265,57.36468088350341,2304219,42.6353191164966
NZ_CP053573.1,4919713,2557615,51.98707729495602,2362098,48.01292270504398
NZ_CP081791.1,4886825,2492161,50.99754953369519,2394664,49.00245046630481
NZ_CP033515.1,3075249,1465836,47.66560366331312,1609413,52.334396336686886
NZ_CP092793.1,5469587,3137521,57.3630330772689,2332066,42.6369669227311
NZ_CP038991.1,2645384,1774443,67.07695366721806,870941,32.92304633278194
NZ_CP051396.1,4841659,2526022,52.17265404275683,2315637,47.82734595724317
NZ_CP018076.1,3840209,2492407,64.9028998161298,1347802,35.0971001838702
NZ_CP049115.1,4550072,2442916,53.6896119446022,2107156,46.3103880553978
NZ_CP084724.1,3991008,1557838,39.03369775254773,2433170,60.96630224745228
NZ_CP022135.1,4913978,2537681,51.64209119373347,2376297,48.35790880626653
NZ_CP055325.1,5993220,3327045,55.51348023266291,2666175,44.48651976733709
NZ_CP044450.1,3005353,1380679,45.94065988254957,1624674,54.05934011745043
NZ_CP020823.1,4679064,2441191,52.17263538177721,2237873,47.82736461822279
NZ_CP053190.1,4673152,2587281,55.364794468487226,2085871,44.63520553151277
NZ_CP066133.1,4226155,2127950,50.35191563016501,2098205,49.64808436983499
NZ_CP036220.2,5429743,3741843,68.91381415289821,1687900,31.08618584710179
NZ_CP049598.1,5916219,2667004,45.0795347501504,3249215,54.920465249849606
NZ_CP052110.1,3789233,2535056,66.90156028937783,1254177,33.09843971062217
NZ_CP050829.1,5318431,3055396,57.44919883326492,2263035,42.55080116673508
NZ_CP072408.1,5355915,3065678,57.23910853701002,2290237,42.76089146298998
NZ_CP082041.1,5590347,3198716,57.21855906261275,2391631,42.78144093738725
NZ_CP043302.1,2940576,966394,32.86410553578619,1974182,67.1358944642138
NZ_CP025266.1,3983848,1558381,39.11748138985222,2425467,60.88251861014778
NZ_CP057864.1,4885177,2526660,51.72095095019075,2358517,48.27904904980925
NZ_CP062326.1,2725874,897841,32.93772933011577,1828033,67.06227066988423
NZ_CP040843.1,3978120,1629061,40.95052436829457,2349059,59.04947563170543
NZ_CP013683.1,3928293,1106752,28.17386584961967,2821541,71.82613415038033
NZ_CP019488.1,3781386,2373989,62.78092212749505,1407397,37.21907787250495
NZ_CP045602.1,2724200,1048125,38.47459804713311,1676075,61.52540195286689
NZ_CP051516.1,4573438,2858383,62.49965562012648,1715055,37.500344379873525
NZ_CP033194.1,5035285,3205519,63.66112345180064,1829766,36.33887654819936
NZ_CP041259.1,3667996,2606404,71.05798370554385,1061592,28.94201629445616
NZ_CP043047.1,5580663,3192442,57.20542523352512,2388221,42.79457476647488
NZ_CP059896.1,3661327,2309702,63.08373985716108,1351625,36.91626014283892
NZ_AP024159.1,3774488,2522076,66.8190228714464,1252412,33.18097712855359
NZ_CP029338.1,6975788,5122226,73.42863630603453,1853562,26.571363693965463
NZ_CP080536.1,2524963,1439181,56.998102546453154,1085782,43.001897453546846
NZ_CP035020.1,2991504,1341780,44.85302376329766,1649724,55.14697623670234
NZ_CP038927.1,3220407,1279912,39.74379635865901,1940495,60.25620364134099
NZ_CP014426.1,2919827,957277,32.78540132685944,1962550,67.21459867314056
NZ_CP092445.1,2119438,1381562,65.18529912174832,737876,34.814700878251685
NZ_CP062127.1,2781474,1057091,38.00470541878156,1724383,61.995294581218445
NZ_CP081827.1,5305991,3082608,58.096743850489005,2223383,41.903256149511
NZ_CP082262.1,4204088,1929823,45.90348727238821,2274265,54.09651272761179
NZ_CP028192.1,5071057,2566491,50.61057290422884,2504566,49.38942709577116
NZ_CP070586.1,5313559,3055838,57.51019232119188,2257721,42.48980767880812
NZ_CP070625.1,1277949,501833,39.268624960777,776116,60.731375039223
NZ_CP052130.1,3854502,2571081,66.70332509880654,1283421,33.296674901193455
NZ_CP051488.1,5037617,2771738,55.020816389971685,2265879,44.97918361002832
NZ_CP064060.1,3737956,1525089,40.80007897364228,2212867,59.19992102635772
NZ_CP046771.1,1808353,806891,44.62021519028641,1001462,55.37978480971359
NZ_CP007747.1,1187985,789243,66.43543479084332,398742,33.56456520915668
NZ_CP078146.1,5583188,3207405,57.4475550527763,2375783,42.5524449472237
NZ_CP091765.1,5229500,1850234,35.38070561239124,3379266,64.61929438760876
NZ_CP019458.1,10029028,7135040,71.14388353487496,2893988,28.85611646512504
NZ_CP031447.1,3628119,2336123,64.38937091093209,1291996,35.61062908906791
NZ_CP074107.1,2425126,929805,38.34048210278559,1495321,61.659517897214414
NZ_CP053251.2,5121232,2587110,50.51733645341589,2534122,49.48266354658411
NZ_OW970452.1,5304972,3044299,57.38576942536172,2260673,42.614230574638285
NZ_CP045461.1,4670959,2436662,52.16620398509171,2234297,47.83379601490829
NZ_CP078097.1,2939246,1362573,46.35790947746463,1576673,53.64209052253537
NZ_CP019029.1,5262974,2658693,50.51693206160624,2604281,49.483067938393766
NZ_CP062916.1,5709828,3273667,57.333898674355865,2436161,42.666101325644135
NZ_CP093935.1,2843362,935648,32.90639742670824,1907714,67.09360257329176
NZ_CP017088.1,2062916,849154,41.16280061815411,1213762,58.83719938184589
NZ_CP041996.1,4995442,2520930,50.4646035325803,2474512,49.5353964674197
NZ_CP028271.1,4699599,2515295,53.52148130085141,2184304,46.47851869914859
NZ_CP046253.1,1211130,770351,63.605971283016686,440779,36.394028716983314
NZ_CP041353.1,5269438,3033352,57.565000290353545,2236086,42.434999709646455
NZ_CP096255.1,9940904,6307409,63.44904849699786,3633495,36.55095150300214
NZ_CP073377.1,5497091,3152269,57.34431174597619,2344822,42.65568825402381
NZ_CP022345.1,5334660,1884102,35.318127115879925,3450558,64.68187288412008
NZ_CP067045.1,5372607,3072795,57.19374225585456,2299812,42.80625774414544
NZ_CP039988.1,6782092,4481912,66.08450607865538,2300180,33.91549392134462
NZ_CP049789.1,3806317,2537328,66.66097437496667,1268989,33.33902562503333
NZ_CP029936.1,4783243,2489557,52.04747072226939,2293686,47.95252927773061
NZ_CP086458.1,5452313,3123458,57.28684321681459,2328855,42.71315678318541
NZ_CP088906.1,6457868,4030633,62.41429834118629,2427235,37.58570165881371
NZ_CP019000.1,4998584,2538041,50.77519953650874,2460543,49.22480046349126
NZ_CP021927.1,1757573,655570,37.29973093578474,1102003,62.700269064215256
NZ_CP085183.1,4941244,2497629,50.54656276840407,2443615,49.45343723159593
NZ_CP066629.1,2836397,1078311,38.01692781370168,1758086,61.98307218629832
NZ_CP064399.1,6546346,4338143,66.26815936707287,2208203,33.73184063292713
NZ_CP054972.1,5236294,3012285,57.527041071414246,2224009,42.47295892858576
NZ_CP062062.1,6312655,3965386,62.816453615792405,2347269,37.1835463842076
NZ_OW967975.1,4869560,2470843,50.74058025776456,2398717,49.25941974223544
NZ_CP035276.1,5124258,2640442,51.52827980168056,2483816,48.471720198319446
NZ_CP092151.1,4302184,1507381,35.03757626359077,2794803,64.96242373640922
NZ_CP032159.1,2515743,826478,32.8522428562854,1689265,67.1477571437146
NZ_AP022078.1,5361094,3078109,57.41568791742879,2282985,42.58431208257121
NZ_CP070242.1,7814960,5676475,72.6360083736833,2138485,27.363991626316704
NZ_CP040646.1,4679507,2441406,52.17229079900938,2238101,47.82770920099062
NZ_CP032403.1,6509297,4069864,62.5238639441402,2439433,37.4761360558598
NZ_CP023804.1,2870397,1091646,38.03118523326216,1778751,61.96881476673784
NZ_CP082954.1,4916406,2529679,51.453826229973686,2386727,48.54617377002632
NZ_CP024545.1,5337491,3064467,57.41399844983345,2273024,42.58600155016655
NZ_CP073176.1,925473,269452,29.115057921733,656021,70.884942078267
NZ_CP090393.1,5288221,3035366,57.39862233442967,2252855,42.60137766557033
NZ_CP076297.1,4046877,2743947,67.80406224355225,1302930,32.19593775644775
NZ_CP085706.1,3921806,1827064,46.5873120700004,2094742,53.4126879299996
NZ_CP070260.1,7919564,5748985,72.59219068120417,2170579,27.407809318795827
NZ_CP033031.1,3027766,1800806,59.47639282560145,1226960,40.52360717439855
NZ_AP018049.1,1737294,706226,40.65092033933232,1031068,59.34907966066768
NZ_CP056307.1,5460256,3128400,57.29401698381908,2331856,42.70598301618092
NZ_CP063898.1,5473070,3141026,57.39056873016424,2332044,42.60943126983576
NZ_CP019560.1,4707009,2393041,50.839949530583006,2313968,49.160050469416994
NZ_CP086395.1,2339046,881761,37.69746298277161,1457285,62.30253701722839
NZ_CP020048.1,5018461,2540722,50.62751309614641,2477739,49.37248690385359
NZ_AP018381.1,2215151,1161063,52.41462094457669,1054088,47.58537905542331
NZ_CP097626.1,5465659,3136198,57.38005243283564,2329461,42.61994756716436
NZ_CP080247.1,4583314,2327267,50.77694873185647,2256047,49.22305126814353
NZ_CP076556.1,3472664,2201108,63.38384594651254,1271556,36.61615405348746
NZ_CP022906.1,2892914,951895,32.90436563271497,1941019,67.09563436728503
NZ_CP022086.2,5256950,2667654,50.74528005782821,2589296,49.25471994217179
NZ_CP075361.1,3436934,1775916,51.67151885954167,1661018,48.32848114045833
NZ_CP047095.1,4411234,2152317,48.79172131879651,2258917,51.20827868120349
NZ_CP017878.1,1695638,532631,31.411834365589822,1163007,68.58816563441017
NZ_CP042393.1,1849853,720900,38.970664155476136,1128953,61.02933584452386
NZ_AP023243.1,7099133,4482151,63.136597102772974,2616982,36.86340289722703
NZ_CP090001.1,2740225,900335,32.85624355664225,1839890,67.14375644335774
NZ_CP019082.1,7497544,4972278,66.31875718235199,2525266,33.68124281764801
NZ_CP057330.1,6051148,3329039,55.01499880683797,2722109,44.98500119316203
NZ_CP023677.1,2072170,960651,46.35966161077518,1111519,53.64033838922482
NZ_CP049150.1,4344426,2468552,56.82113126106878,1875874,43.17886873893122
NZ_CP083671.1,2788843,919016,32.9533071599943,1869827,67.0466928400057
NZ_CP097294.1,2068312,912630,44.12438742317406,1155682,55.87561257682594
NZ_CP065611.1,5194588,2644644,50.91152561088579,2549944,49.08847438911421
NZ_CP021507.1,4190134,1815263,43.32231379712439,2374871,56.67768620287561
NZ_CP029458.1,2296219,641632,27.94297930641633,1654587,72.05702069358367
NZ_CP081192.1,5041664,2558722,50.75153758759013,2482942,49.24846241240987
NZ_CP039092.1,3194760,1269018,39.72185704090448,1925742,60.27814295909552
NZ_CP082019.1,5628504,3217994,57.173167150631855,2410510,42.82683284936815
NZ_CP040829.1,5703931,2591958,45.44160860290911,3111973,54.55839139709089
NZ_CP021696.1,5165071,2975211,57.60251891987545,2189860,42.39748108012455
NZ_CP024934.1,4031601,2552916,63.322635350075565,1478685,36.67736464992444
NZ_CP026766.1,4678058,2394020,51.17550915358467,2284038,48.82449084641533
NZ_CP013701.1,4051258,1137443,28.076291364312024,2913815,71.92370863568797
NZ_CP053870.1,4881794,2546710,52.16750235671559,2335084,47.83249764328441
NZ_CP046902.1,4682747,2909898,62.14083314772291,1772849,37.85916685227709
NZ_CP079752.1,5592869,3108195,55.57424999584292,2484674,44.42575000415708
NZ_CP041354.1,6527298,4339333,66.47977463262747,2187965,33.52022536737253
NZ_CP077755.1,2846304,935466,32.8659904212621,1910838,67.1340095787379
NZ_CP084637.1,3814974,1816606,47.61778192983753,1998368,52.38221807016247
NZ_CP076144.1,5228841,1849756,35.37602309957408,3379085,64.62397690042593
NZ_CP042934.2,4692707,2375077,50.61208807624256,2317630,49.38791192375744
NZ_CP042331.1,6379363,4186630,65.6277123593688,2192733,34.3722876406312
NZ_CP050085.1,4994037,3042172,60.91608852717752,1951865,39.083911472822486
NZ_CP049783.1,5916392,2667099,45.079822297102695,3249293,54.920177702897305
NZ_CP069710.1,4761946,2422057,50.86275652852847,2339889,49.137243471471535
NZ_CP032304.1,4704113,2460368,52.302485080609245,2243745,47.69751491939076
NZ_CP059441.1,1956863,651043,33.26972813119774,1305820,66.73027186880226
NZ_CP043950.1,5099311,2583093,50.6557258421775,2516218,49.3442741578225
NZ_CP069500.1,5112099,2585070,50.56768266811734,2527029,49.43231733188266
NZ_CP040250.1,5101624,3530092,69.19545619198907,1571532,30.804543808010934
NZ_CP042157.1,2840146,932991,32.85010700154147,1907155,67.14989299845854
NZ_CP038402.1,5609172,2834271,50.5292224948709,2774901,49.4707775051291
NZ_CP047555.1,4997304,2605209,52.13228973062275,2392095,47.86771026937725
NZ_CP042107.1,2807514,922466,32.85704007175031,1885048,67.1429599282497
NZ_CP058948.1,4682503,2377033,50.76415327443463,2305470,49.23584672556537
NZ_CP021270.1,3363033,1286457,38.252880658619766,2076576,61.74711934138024
NZ_CP061083.1,4018449,2199104,54.72519372524076,1819345,45.27480627475924
NZ_CP046476.1,2730873,897940,32.88106037886053,1832933,67.11893962113948
NZ_CP028320.1,5019440,2538986,50.583053089587686,2480454,49.41694691041232
NZ_CP033144.1,3783402,1723487,45.55389567378777,2059915,54.44610432621223
NZ_CP060914.1,4957014,2516915,50.77482129362556,2440099,49.22517870637444
NZ_CP061862.1,1134735,445706,39.27842183417274,689029,60.72157816582726
NZ_CP051469.1,946996,653126,68.96818993955624,293870,31.03181006044376
NZ_CP026692.1,7061466,2939082,41.62141402366024,4122384,58.37858597633976
NZ_AP019856.1,4800098,2435866,50.74617226564958,2364232,49.25382773435042
NZ_CP061045.1,4817809,2515199,52.206282980500056,2302610,47.79371701949994
NZ_CP096593.1,2853092,1903255,66.70850431742124,949837,33.29149568257876
NZ_CP031364.1,2156350,1279215,59.32316182437916,877135,40.67683817562085
NZ_CP048693.1,3483003,1592970,45.73553338886013,1890033,54.264466611139866
NZ_CP040623.1,2820181,928079,32.908490625247104,1892102,67.09150937475289
NZ_CP025473.1,2768701,1065591,38.48703778414498,1703110,61.51296221585502
NZ_CP029923.1,4782756,2489358,52.04860963009613,2293398,47.95139036990388
NZ_CP028592.1,5558896,2810298,50.55496630985721,2748598,49.44503369014279
NZ_CP025396.1,2593418,851206,32.82178191097617,1742212,67.17821808902383
NZ_CP084916.1,2439240,865499,35.48232236270314,1573741,64.51767763729686
NZ_CP041777.1,1031707,683260,66.22616692529952,348447,33.77383307470048
NZ_AP022326.1,5038168,2560651,50.82504195969646,2477517,49.17495804030354
NZ_CP026387.1,4781217,2670971,55.86383132160703,2110246,44.13616867839297
NZ_CP033249.1,3864393,1115894,28.87630735279771,2748499,71.12369264720229
NZ_CP049037.1,3833345,2272306,59.27736741670786,1561039,40.72263258329214
NZ_CP092569.1,2862182,1091742,38.1436959634293,1770440,61.8563040365707
NZ_CP027229.1,2962157,1125311,37.98957989059999,1836846,62.01042010940001
NZ_CP038273.1,3217863,1285332,39.943652044850886,1932531,60.05634795514912
NZ_CP086544.1,4667306,2361802,50.60311023104121,2305504,49.39688976895879
NZ_CP063769.1,3943485,1536848,38.97182314627798,2406637,61.02817685372202
NZ_CP025865.1,4950457,2510846,50.719479029915824,2439611,49.280520970084176
NZ_AP021876.1,8261151,4441666,53.765704076829,3819485,46.234295923171
NZ_CP020557.1,4666454,2057596,44.09335225419559,2608858,55.90664774580441
NZ_CP027325.1,5135675,2601272,50.65102445150832,2534403,49.34897554849168
NZ_CP050354.1,5435561,3121561,57.4284972609083,2314000,42.5715027390917
NZ_CP036259.1,5184890,2546076,49.10568980248375,2638814,50.89431019751625
NZ_CP046527.1,5511015,2782112,50.48275136249856,2728903,49.51724863750144
NZ_CP040107.1,5518535,2789100,50.540587311668766,2729435,49.459412688331234
NZ_CP029667.1,2897877,950917,32.814263683379245,1946960,67.18573631662076
NZ_CP042418.1,1865968,727649,38.99579199643295,1138319,61.00420800356705
NZ_CP063421.1,1110251,523036,47.10970762467226,587215,52.89029237532774
NZ_CP025136.1,1975341,813011,41.158007655387095,1162330,58.841992344612905
NZ_CP087657.1,5507967,3156221,57.30283060882536,2351746,42.69716939117464
NZ_CP029956.1,4799946,2501433,52.11377377995503,2298513,47.886226220044975
NZ_CP059856.1,5244518,2239270,42.697346066883554,3005248,57.302653933116446
NZ_CP037934.1,3684730,1973318,53.55393746624584,1711412,46.446062533754166
NZ_CP059474.1,3792708,1481158,39.05278233916241,2311550,60.94721766083759
NZ_CP021431.1,3836950,2334556,60.84405582559064,1502394,39.15594417440936
NZ_LR861805.1,4883254,3216947,65.8771180036918,1666307,34.122881996308195
NZ_CP062196.1,3490523,1815896,52.02360792351175,1674627,47.97639207648825
NZ_CP015039.1,4137334,2676356,64.68793672447039,1460978,35.31206327552961
NZ_CP080235.1,5091917,2572402,50.51932307616169,2519515,49.48067692383831
NZ_CP090623.1,5443502,3121246,57.3389336496983,2322256,42.6610663503017
NZ_CP046536.1,3807241,1489332,39.11840621594483,2317909,60.88159378405517
NZ_CP072413.1,5347323,3062144,57.26499035124678,2285179,42.73500964875322
NZ_CP085923.1,1635994,637949,38.99458066472126,998045,61.00541933527874
NZ_CP027427.1,2462443,1110352,45.09148029010215,1352091,54.90851970989785
NZ_AP021998.1,5016643,2546345,50.757947097291954,2470298,49.242052902708046
NZ_CP044086.1,4273365,2383321,55.77152899412992,1890044,44.22847100587008
NZ_CP091662.1,4672002,2372190,50.77459299032834,2299812,49.225407009671656
NZ_CP021689.1,4940441,2510899,50.823377913024366,2429542,49.176622086975634
NZ_CP043893.1,4431091,1558314,35.167727315913844,2872777,64.83227268408615
NZ_CP031473.1,1915494,868848,45.35895178998212,1046646,54.641048210017885
NZ_CP028122.1,5057506,2566617,50.74866940345696,2490889,49.25133059654304
NZ_CP045743.1,2864595,1074371,37.50516216079411,1790224,62.49483783920589
NZ_AP019543.1,2963149,976709,32.961859157268165,1986440,67.03814084273183
NZ_AP023069.1,2167602,1140161,52.60010832246879,1027441,47.39989167753121
NZ_CP090192.1,4850922,2670408,55.04949368388112,2180514,44.95050631611888
NZ_CP066853.1,4944495,3364598,68.04735367312537,1579897,31.95264632687463
NZ_CP048433.1,2428218,1472331,60.63421817975157,955887,39.36578182024843
NZ_CP016300.1,3990003,1557568,39.03676262900053,2432435,60.96323737099947
NZ_AP019009.1,5071908,3024958,59.64142094060066,2046950,40.35857905939934
NZ_CP038412.1,5485363,2769215,50.48371456911785,2716148,49.51628543088215
